,Latitud,Longitud,Direccion,N CAMARA,Domos,Fijas,LPR,Cant. Cam. LPR,Total Camaras,Ciudad,Barrios,Pais,Provincia,Tipo de Arteria,Corredor,C. ESCOLARES,C. SEGUIMIENTO
,"-57,6035938","-38,02059","Avenida Polonia y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",324,0,0,LPR 1 (SUR) ,1,1,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,,324D-404D-404F1-415D-415F1-415F2-815D
,"-57,6035938","-38,02059","Avenida Polonia y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",324,0,0,LPR 2 (OESTE),1,1,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,,324D-324F1-324F2-401D-401F2-149D
,"-57,6035938","-38,02059","Avenida Polonia y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",324,1,0,,0,1,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,,
,"-57,6035938","-38,02059","Avenida Polonia y Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina",324,0,2,,0,2,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,,
,"-57,6058552","-38,015421","J. Goni y Soler, Mar del Plata, Provincia de Buenos Aires, Argentina",325,1,1,,0,2,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Calle,,CORREDOR 30,
,"-57,6039632","-37,957952","Ituzaingo yLeguizamon Onesimo, Mar del Plata, Provincia de Buenos Aires, Argentina",326,1,1,,0,2,Mar del Plata,Libertad,Argentina,Buenos Aires,Calle,,,
,"-57,5905714","-37,969243","Avenida Libertad y Avenida Doctor ArturoAlio, Mar del Plata, Provincia de Buenos Aires, Argentina",327,1,2,,0,3,Mar del Plata,Nueve de Julio,Argentina,Buenos Aires,Avenida,,,
,"-57,61848","-37,96162","Avenida Pedro Luro y Fermin Errea, Mar del Plata, Provincia de Buenos Aires, Argentina",328,1,3,,0,4,Mar del Plata,Nueve de Julio,Argentina,Buenos Aires,Avenida,,,
,"-57,6145542","-37,964103","Avenida Pedro Luro y Portugal, Mar del Plata, Provincia de Buenos Aires, Argentina",329,1,1,,0,2,Mar del Plata,Jorge Newbery,Argentina,Buenos Aires,Avenida,,,
,"-57,5919961","-37,964031","Ituzaingo y Coronel Suarez, Mar del Plata, Provincia de Buenos Aires, Argentina",330,1,2,,0,3,Mar del Plata,Malvinas Argentinas,Argentina,Buenos Aires,Calle,,,
,"-57,6269055","-37,966941","Falucho y Ciudad de Rosario, Mar del Plata, Provincia de Buenos Aires, Argentina",331,1,1,,0,2,Mar del Plata,Santa Rosa de Lima,Argentina,Buenos Aires,Calle,,CORREDOR 18,
,"-57,6397427","-37,958154","Avenida Colon y  Avenida Hector Tarantino, Mar del Plata, Provincia de Buenos Aires, Argentina",332,1,1,,0,2,Mar del Plata,Hipodromo,Argentina,Buenos Aires,Avenida,,,
,"-57,6453511","-37,962794","Avenida Juan B. Justo y Avenida Hector Tarantino, Mar del Plata, Provincia de Buenos Aires, Argentina",333,1,0,,0,1,Mar del Plata,Hipodromo,Argentina,Buenos Aires,Avenida,,,
,"-57,6224621","-37,966872","Avenida Colon y  Avenida Fermin Errea, Mar del Plata, Provincia de Buenos Aires, Argentina",334,1,2,,0,3,Mar del Plata,Jorge Newbery,Argentina,Buenos Aires,Avenida,,,
,"-57,6144444","-37,970933","Avenida Colon y Leguizamon Onesimo, Mar del Plata, Provincia de Buenos Aires, Argentina",335,1,2,,0,3,Mar del Plata,Jorge Newbery,Argentina,Buenos Aires,Avenida,,,
,"-57,607646","-37,983403","Coronel Suarez 2999, Mar del Plata, Provincia de Buenos Aires, Argentina",336,1,0,,0,1,Mar del Plata,Belisario Roldan,Argentina,Buenos Aires,Calle,,,
,"-57,6114565","-37,986331","Calaza en R Pena y Primera Junta, Mar del Plata, Provincia de Buenos Aires, Argentina",337,1,0,,0,1,Mar del Plata,Belisario Roldan,Argentina,Buenos Aires,Calle,,,
,"-57,5933526","-37,981633","Avenida Colon y  David Ortega, Mar del Plata, Provincia de Buenos Aires, Argentina",340,1,1,,0,2,Mar del Plata,Las Lilas,Argentina,Buenos Aires,Avenida,,,
,"-57,5865058","-37,971416","Avenida Libertad y Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina",341,1,2,,0,3,Mar del Plata,Nueve de Julio,Argentina,Buenos Aires,Avenida,,,
,"-57,5949751","-37,985364","Alberti 6801, Mar del Plata, Provincia de Buenos Aires, Argentina",342,1,0,,0,1,Mar del Plata,Las Lilas,Argentina,Buenos Aires,Calle,,,
,"-57,6033207","-37,992231","Estado de Israel y Saavedra, Mar del Plata, Provincia de Buenos Aires, Argentina",343,1,2,,0,3,Mar del Plata,Regional,Argentina,Buenos Aires,Calle,,,
,"-57,590468","-37,976319","Avenida Pedro Luro y Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina",344,1,2,,0,3,Mar del Plata,Nueve de Julio,Argentina,Buenos Aires,Avenida,,,
,"-57,5749993","-37,950177","Avenida Della Paolera y Mariani, Mar del Plata, Provincia de Buenos Aires, Argentina",345,1,2,,0,3,Mar del Plata,Caisamar,Argentina,Buenos Aires,Avenida,,,
,"-57,5827558","-37,946395","Mariani y Monsenior Zaballa, Mar del Plata, Provincia de Buenos Aires, Argentina",346,1,2,,0,3,Mar del Plata,Aeroparque,Argentina,Buenos Aires,Avenida,,,
,"-57,5927127","-37,949625","Concepcion Arenal 8598, Mar del Plata, Provincia de Buenos Aires, Argentina",347,1,0,,0,1,Mar del Plata,Los Pinares,Argentina,Buenos Aires,Calle,,,
,"-57,5569641","-38,032407","Gaboto y Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina",348,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,,
,"-57,5661656","-38,033857","Diagonal Elpidio Gonzalez y Campana Mar del Plata, Provincia de Buenos Aires, Argentina",349,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,CORREDOR 28,
,"-57,5708407","-38,035369","Avenida Vertiz y Galicia Mar del Plata, Provincia de Buenos Aires, Argentina",350,1,2,,0,3,Mar del Plata,El Progreso,Argentina,Buenos Aires,Avenida,,,
,"-57,5718832","-38,032485","Diagonal Elpidio Gonzalez y General Savio, Mar del Plata, Provincia de Buenos Aires, Argentina",351,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,CORREDOR 28,
,"-57,5701584","-38,027851","Diagonal Jose Garibaldi y Mateotti, Mar del Plata, Provincia de Buenos Aires, Argentina",352,1,1,,0,2,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,,
,"-57,569149","-38,030205","General Savio y Diagonal Jose Garibaldi, Mar del Plata, Provincia de Buenos Aires, Argentina",353,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,,
,"-57,5634205","-38,034611","Cl 118  695, Mar del Plata, Provincia de Buenos Aires, Argentina",354,1,1,,0,2,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,,
,"-57,5593685","-38,035771","Ayolas y Marcelo T. de Alvear, Mar del Plata, Provincia de Buenos Aires, Argentina",355,1,1,,0,2,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Calle,,,
,"-57,5516609","-38,041573","Ayolas y Rondeau, Mar del Plata, Provincia de Buenos Aires, Argentina",356,1,3,,0,4,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Calle,,CORREDOR 21,
,"-57,5534127","-38,038971","Magallanes 4000, Mar del Plata, Provincia de Buenos Aires, Argentina",357,1,1,,0,2,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Calle,,,
,"-57,5449921","-38,038801","Avenida Juan B. Justo y Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina",358,1,3,,0,4,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Avenida,2,CORREDOR 14,
,"-57,5641515","-38,043799","Juramento y Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina",360,1,2,,0,3,Mar del Plata,Termas Huinco,Argentina,Buenos Aires,Calle,,,
,"-57,5582796","-38,044342","Avenida Vertiz y Triunvirato, Mar del Plata, Provincia de Buenos Aires, Argentina",361,1,2,,0,3,Mar del Plata,Villa Lourdes,Argentina,Buenos Aires,Avenida,,,
,"-57,5468741","-38,073325","Monsenor D Andrea y Avenida de los Trabajadores, Mar del Plata, Provincia de Buenos Aires, Argentina",362,1,2,,0,3,Mar del Plata,Faro Norte,Argentina,Buenos Aires,Avenida,,,
,"-57,5698726","-38,105089","Ruta Provincial 11 y Calle 431 San Jacinto, Mar del Plata, Provincia de Buenos Aires, Argentina",364,1,1,,0,2,Mar del Plata,Alfar,Argentina,Buenos Aires,Ruta,,,
,"-57,562426","-38,025547","Avenida Juan B. Justo y Entre Rios, Mar del Plata, Provincia de Buenos Aires, Argentina",365,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Avenida,,,
,"-57,5586371","-38,028354","Avenida Juan B. Justo y Fleming, Mar del Plata, Provincia de Buenos Aires, Argentina",366,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Avenida,,,
,"-57,5545189","-38,031497","Avenida Juan B. Justo y Martin Miguel de Guemes, Mar del Plata, Provincia de Buenos Aires, Argentina",367,0,0,LPR 1 (OESTE),1,1,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,367D-367F1-366D-366F1-365D-365F1-147D
,"-57,5545189","-38,031497","Avenida Juan B. Justo y Martin Miguel de Guemes, Mar del Plata, Provincia de Buenos Aires, Argentina",367,0,0,LPR 2 (ESTE),1,1,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,367D-367F2-43D-214F1-214F2-358D-358F2
,"-57,5545189","-38,031497","Avenida Juan B. Justo y Martin Miguel de Guemes, Mar del Plata, Provincia de Buenos Aires, Argentina",367,1,0,,0,1,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,
,"-57,5545189","-38,031497","Avenida Juan B. Justo y Martin Miguel de Guemes, Mar del Plata, Provincia de Buenos Aires, Argentina",367,0,3,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,
,"-57,5469551","-38,034314","Martin Rodriguezy General Paz, Mar del Plata, Provincia de Buenos Aires, Argentina",368,0,3,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,,
,"-57,5429809","-38,036407","Leandro N. Alem y Martin Rodriguez, Mar del Plata, Provincia de Buenos Aires, Argentina",369,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,CORREDOR 14,
,"-57,5618965","-37,947907","Montes Carballo y Estrada, Mar del Plata, Provincia de Buenos Aires, Argentina",370,1,2,,0,3,Mar del Plata,Caisamar,Argentina,Buenos Aires,Avenida,,,
,"-57,5389864","-38,03151","Avenida Juan Jose Paso y Leandro N. Alem, Mar del Plata, Provincia de Buenos Aires, Argentina",371,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,
,"-57,5431159","-38,02957","Avenida Juan Jose Paso y General Paz, Mar del Plata, Provincia de Buenos Aires, Argentina",372,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,
,"-57,5460357","-38,031449","Azcuenaga y General Rivas, Mar del Plata, Provincia de Buenos Aires, Argentina",373,1,1,,0,2,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,,
,"-57,5413887","-38,032687","Larrea 300 , Mar del Plata, Provincia de Buenos Aires, Argentina",374,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,,
,"-57,5470665","-38,0275","Avenida Juan Jose Paso 1000, Mar del Plata, Provincia de Buenos Aires, Argentina",375,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,
,"-57,5570445","-38,022444","Avenida Juan Jose Paso y Tucuman, Mar del Plata, Provincia de Buenos Aires, Argentina",376,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Avenida,,,
,"-57,5550153","-38,026894","Azcuenaga y Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina",377,1,1,,0,2,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,,
,"-57,5374419","-38,027799","Matheu 302, Mar del Plata, Provincia de Buenos Aires, Argentina",378,1,2,,0,3,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Calle,,,
,"-57,5323329","-38,021462","Bernardo de Irigoyen y Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina",379,1,1,,0,2,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Calle,,,
,"-57,5364973","-38,012703","Viamonte y Falucho, Mar del Plata, Provincia de Buenos Aires, Argentina",380,1,2,,0,3,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Calle,,,
,"-57,5255168","-38,01931","Cabo Corrientes Center, Mar del Plata, Provincia de Buenos Aires, Argentina",381,0,0,LPR 1 Paseo Jesus Galindez (ESTE),1,1,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Calle,,,381D-381F1
,"-57,5255168","-38,01931","Cabo Corrientes Center, Mar del Plata, Provincia de Buenos Aires, Argentina",381,1,0,,0,1,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Calle,,,
,"-57,5255168","-38,01931","Cabo Corrientes Center, Mar del Plata, Provincia de Buenos Aires, Argentina",381,0,2,,0,2,Mar del Plata,Lomas de Stella Maris,Argentina,Buenos Aires,Calle,,,
,"-57,5464388","-38,042903","12 de Octubre y Bermejo, Mar del Plata, Provincia de Buenos Aires, Argentina",382,1,2,,0,3,Mar del Plata,Puerto,Argentina,Buenos Aires,Calle,,,
,"-57,5517167","-38,022817","Sarmiento y Almafuerte, Mar del Plata, Provincia de Buenos Aires, Argentina",383,1,0,,0,1,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,,
,"-57,5417264","-38,027871","Almafuerte y General Paz, Mar del Plata, Provincia de Buenos Aires, Argentina",384,1,1,,0,2,Mar del Plata,Playa Grande,Argentina,Buenos Aires,Calle,,,
,"-57,5850089","-38,050256","Avenida Mario Bravo y Fleming, Mar del Plata, Provincia de Buenos Aires, Argentina",385,1,2,,0,3,Mar del Plata,Cerrito Sur,Argentina,Buenos Aires,Avenida,,,
,"-57,6038892","-38,028269","Calabria y De los Inmigrantes, Mar del Plata, Provincia de Buenos Aires, Argentina",386,1,2,,0,3,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Calle,,,
,"-57,5816754","-38,050205","GarciaLorca y Gianelli, Mar del Plata, Provincia de Buenos Aires, Argentina",387,1,2,,0,3,Mar del Plata,Cerrito Sur,Argentina,Buenos Aires,Calle,,CORREDOR,
,"-57,5639785","-38,029713","Galicia y 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina",388,1,2,,0,3,Mar del Plata,Las Avenidas,Argentina,Buenos Aires,Calle,,,
,"-57,5761876","-38,023073","Avenida Jacinto Peralta Ramos y Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina",389,1,2,,0,3,Mar del Plata,Peralta Ramos Oeste,Argentina,Buenos Aires,Avenida,,CORREDOR 23,
,"-57,5810893","-38,02715","Avenida Jacinto Peralta Ramos y Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina",390,1,2,,0,3,Mar del Plata,El Progreso,Argentina,Buenos Aires,Avenida,,,
,"-57,5970282","-38,044889","AvenidaAntartida Argentina y Calle Manrique, Mar del Plata, Provincia de Buenos Aires, Argentina",392,1,2,,0,3,Mar del Plata,Las Canteras,Argentina,Buenos Aires,Avenida,,,
,"-57,5740178","-38,004872","San Juan yRodriguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina",393,1,2,,0,3,Mar del Plata,Pinos de Anchorena,Argentina,Buenos Aires,Calle,,CORREDOR 13,
,"-57,6218542","-38,111258","Avenida Jorge Newbery y Calle 515, Mar del Plata, Provincia de Buenos Aires, Argentina",394,1,2,,0,3,Mar del Plata,Los Acantilados,Argentina,Buenos Aires,Avenida,,,
,"-57,654964","-37,955476","J B Justo y Antunez, Mar del Plata, Provincia de Buenos Aires, Argentina",395,1,0,,0,1,Mar del Plata,Hipodromo,Argentina,Buenos Aires,Avenida,,,
,"-57,6100177","-37,981067","Castelli 8099, Mar del Plata, Provincia de Buenos Aires, Argentina",396,1,1,,0,2,Mar del Plata,Belisario Roldan,Argentina,Buenos Aires,Calle,,CORREDOR 6,
,"-57,5871357","-37,994769","Tierra del Fuego 3219, Mar del Plata, Provincia de Buenos Aires, Argentina",397,1,2,,0,3,Mar del Plata,Bernardino Rivadavia,Argentina,Buenos Aires,Calle,,,
,"-57,5861177","-37,998732","Chile yRodriguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina",398,1,2,,0,3,Mar del Plata,Bernardino Rivadavia,Argentina,Buenos Aires,Calle,,,
,"-57,5886906","-38,001901","Chile y Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina",399,1,2,,0,3,Mar del Plata,Bernardino Rivadavia,Argentina,Buenos Aires,Calle,,,
,"-57,6063838","-38,018654","Avenida Fortunato de la Plaza e Inda, Mar del Plata, Provincia de Buenos Aires, Argentina",401,1,2,,0,3,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,6164343","-38,018791","Calabria y Intendente Andres Mac Gaul, Mar del Plata, Provincia de Buenos Aires, Argentina",402,1,0,,0,1,Mar del Plata,Las Heras,Argentina,Buenos Aires,Calle,,,
,"-57,6096796","-38,021308","Genova e Inda, Mar del Plata, Provincia de Buenos Aires, Argentina",403,1,0,,0,1,Mar del Plata,Las Heras,Argentina,Buenos Aires,Calle,,,
,"-57,6069329","-38,023376","Avenida Polonia y Genova, Mar del Plata, Provincia de Buenos Aires, Argentina",404,1,2,,0,3,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,,
,"-57,596984","-38,015127","Avenida Polonia y Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina",405,0,0,LPR,1,1,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Avenida,,,405D-74D-633D-77D
,"-57,596984","-38,015127","Avenida Polonia y Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina",405,1,0,,0,1,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,596984","-38,015127","Avenida Polonia y Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina",405,0,2,,0,2,Mar del Plata,Bosque Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,592101","-38,011097","Avenida Polonia y Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina",406,1,0,,0,1,Mar del Plata,Santa Monica,Argentina,Buenos Aires,Avenida,,,
,"-57,5574387","-38,017719","Matheu y Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina",407,1,1,,0,2,Mar del Plata,Primera Junta,Argentina,Buenos Aires,Calle,,,
,"-57,5614269","-38,015697","San Luis y Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina",408,1,2,,0,3,Mar del Plata,San Jose,Argentina,Buenos Aires,Calle,,,
,"-57,5620124","-38,019913","Avenida Juan Jose Paso y Santiago del Estero, Mar del Plata, Provincia de Buenos Aires, Argentina",409,1,2,,0,3,Mar del Plata,Primera Junta,Argentina,Buenos Aires,Avenida,,,
,"-57,560052","-38,020955","Avenida Juan Jose Paso y Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina",410,1,2,,0,3,Mar del Plata,Primera Junta,Argentina,Buenos Aires,Avenida,,,
,"-57,6005163","-37,978019","Avenida Colon y  Termas de Rio Hondo, Mar del Plata, Provincia de Buenos Aires, Argentina",413,1,2,,0,3,Mar del Plata,Coronel Dorrego,Argentina,Buenos Aires,Avenida,,,
,"-57,6143485","-37,986349","Avenida Juan B. Justo 8102 , Mar del Plata, Provincia de Buenos Aires, Argentina",412,1,0,,0,1,Mar del Plata,Belisario Roldan,Argentina,Buenos Aires,Avenida,,,
,"-57,5660407","-38,017925","Avenida Juan Jose Paso y Hipolito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina",411,1,2,,0,3,Mar del Plata,San Jose,Argentina,Buenos Aires,Avenida,,,
,"-57,6114725","-37,97244","Avenida Colon y  Brasil, Mar del Plata, Provincia de Buenos Aires, Argentina",414,1,2,,0,3,Mar del Plata,Coronel Dorrego,Argentina,Buenos Aires,Avenida,,,
,"-57,6102046","-38,026082","Avenida Polonia y William Morris, Mar del Plata, Provincia de Buenos Aires, Argentina",415,1,2,,0,3,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Avenida,,,
,"-57,5996724","-38,028853","Genova y Pehuajo, Mar del Plata, Provincia de Buenos Aires, Argentina",416,1,2,,0,3,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Calle,,,
,"-57,5963607","-38,03136","Genova y Calle Friuli, Mar del Plata, Provincia de Buenos Aires, Argentina",417,1,2,,0,3,Mar del Plata,General Pueyrredon,Argentina,Buenos Aires,Calle,,,
,"-57,5510208","-38,028923","Azcuenaga y Carlos Alvear, Mar del Plata, Provincia de Buenos Aires, Argentina",418,1,2,,0,3,Mar del Plata,San Carlos,Argentina,Buenos Aires,Calle,,,
,"-57,551756","-38,007212","Alberti y Santiago del Estero, Mar del Plata, Provincia de Buenos Aires, Argentina",419,1,2,,0,3,Mar del Plata,Plaza Mitre,Argentina,Buenos Aires,Calle,,,
,"-57,5684679","-38,003225","TomasGuido y Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina",420,1,2,,0,3,Mar del Plata,San Juan,Argentina,Buenos Aires,Calle,,CORREDOR 13,
,"-57,5720202","-38,005884","Rodriguez Pena y Dean Funes, Mar del Plata, Provincia de Buenos Aires, Argentina",421,1,2,,0,3,Mar del Plata,Pinos de Anchorena,Argentina,Buenos Aires,Calle,,CORREDOR 13,
,"-57,576591","-38,008048","San Juan y Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina",422,1,2,,0,3,Mar del Plata,Pinos de Anchorena,Argentina,Buenos Aires,Calle,,CORREDOR 13,
,"-57,5780032","-38,002839","Rodriguez Pena y Italia, Mar del Plata, Provincia de Buenos Aires, Argentina",423,1,2,,0,3,Mar del Plata,Bernardino Rivadavia,Argentina,Buenos Aires,Calle,,,
,"-57,544255","-38,018811","Martin Miguel de Guemes y General Roca, Mar del Plata, Provincia de Buenos Aires, Argentina",424,1,2,,0,3,Mar del Plata,Los Troncos,Argentina,Buenos Aires,Calle,,,
,"-57,5721925","-38,014816","Avenida Juan Jose Paso y Espana, Mar del Plata, Provincia de Buenos Aires, Argentina",425,1,2,,0,3,Mar del Plata,San Jose,Argentina,Buenos Aires,Avenida,,,
,"-57,5712096","-37,976797","Chacabuco y Peru, Mar del Plata, Provincia de Buenos Aires, Argentina",426,1,2,,0,3,Mar del Plata,Villa Primera,Argentia,Buenos Aires,Calle,,,
,"-57,6088911","-37,994494","El cano y Etchegaray, Mar del Plata, Provincia de Buenos Aires, Argentina",427,1,0,,0,1,Mar del Plata,Las Americas,Argentia,Buenos Aires,Calle,,,
,"-57,6023339","-38,024273","Puan y Magnasco, Mar del Plata, Provincia de Buenos Aires, Argentina",428,1,1,,0,2,Mar del Plata,General Pueyrredon,Argentia,Buenos Aires,Calle,,CORREDOR 16,
,"-57,601142","-37,997762","Labarden y Solis, Mar del Plata, Provincia de Buenos Aires, Argentina",429,1,2,,0,3,Mar del Plata,Las Americas,Argentia,Buenos Aires,Calle,,,
,"-57,5993465","-37,994251","Saavedra y Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina",430,1,2,,0,3,Mar del Plata,Regional,Argentia,Buenos Aires,Calle,,,
,"-57,5624579","-37,983578","Avenida Libertad 4600, Mar del Plata, Provincia de Buenos Aires, Argentina",431,1,2,,0,3,Mar del Plata,Villa Primera,Argentia,Buenos Aires,Avenida,,,
,"-57,61464","-37,95689","Avenida Libertad y Fermin Errea, Mar del Plata, Provincia de Buenos Aires, Argentina",432,1,2,,0,3,Mar del Plata,Nueve de Julio,Argentina,Buenos Aires,Avenida,,,
,"-57,5956095","-37,966739","Avenida Libertad y Jose Maria Calaza, Mar del Plata, Provincia de Buenos Aires, Argentina",433,1,2,,0,3,Mar del Plata,Malvinas Argentinas,Argentia,Buenos Aires,Avenida,,,
,"-57,542916","-38,001464","Peatonal San Martin y Entre Rios, Mar del Plata, Provincia de Buenos Aires, Argentina",434,1,2,,0,3,Mar del Plata,Centro,Argentia,Buenos Aires,Calle,,,
,"-57,5459363","-37,999956","Peatonal San Martin y Santiago del Estero, Mar del Plata, Provincia de Buenos Aires, Argentina",435,1,2,,0,3,Mar del Plata,Centro,Argentia,Buenos Aires,Calle,,,
,"-57,5475205","-37,996752","25 de Mayo 2800, Mar del Plata, Provincia de Buenos Aires, Argentina",437,1,2,,0,3,Mar del Plata,La Perla,Argentia,Buenos Aires,Calle,,,
,"-57,5424627","-37,99916","Diagonal Alberdi Sur y Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina",438,1,2,,0,3,Mar del Plata,Centro,Argentia,Buenos Aires,Calle,,,
,"-57,5325835","-38,012756","Avenida Patricio Peralta Ramos, Mar del Plata, Provincia de Buenos Aires, Argentina",440,0,0,LPR 1( SUR),1,1,Mar del Plata,Lomas de Stella Maris,Argentia,Buenos Aires,Avenida,,,440D-381D-381F1-381F2-442D-308D-308F1
,"-57,5325835","-38,012756","Avenida Patricio Peralta Ramos, Mar del Plata, Provincia de Buenos Aires, Argentina",440,1,0,,1,2,Mar del Plata,Lomas de Stella Maris,Argentia,Buenos Aires,Avenida,,,
,"-57,5325835","-38,012756","Avenida Patricio Peralta Ramos, Mar del Plata, Provincia de Buenos Aires, Argentina",440,0,1,,1,2,Mar del Plata,Lomas de Stella Maris,Argentia,Buenos Aires,Avenida,,,
,"-57,53001","-38,02375","Avellaneda 26 , Mar del Plata, Provincia de Buenos Aires, Argentina",442,1,1,,0,2,Mar del Plata,Playa Grande,Argentina,Buenos Aires,Avenida,,,
,"-57,55569","-37,9926","25 de Mayo 3600, Mar del Plata, Provincia de Buenos Aires, Argentina",445,1,2,,0,3,Mar del Plata,Centro,Argentia,Buenos Aires,Calle,,,
,"-57,5792843","-38,004433","Saavedra 4600, Mar del Plata, Provincia de Buenos Aires, Argentina",446,1,0,,0,1,Mar del Plata,Bernardino Rivadavia,Argentia,Buenos Aires,Calle,,,
,"-57,5846452","-38,003964","Avenida Juan Hector Jara y Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina",447,1,2,,0,3,Mar del Plata,Bernardino Rivadavia,Argentia,Buenos Aires,Avenida,,,
,"-57,5769418","-37,994489","Avenida Juan Hector Jara y Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina",448,1,2,,0,3,Mar del Plata,Bernardino Rivadavia,Argentia,Buenos Aires,Avenida,,,
,"-57,557689","-37,963516","Avenida Constitucion y Marcos Sastre, Mar del Plata, Provincia de Buenos Aires, Argentina",449,1,2,,0,3,Mar del Plata,Constitucion,Argentia,Buenos Aires,Avenida,,,
,"-57,5614799","-37,971696","Belisario Roldan y Falkner, Mar del Plata, Provincia de Buenos Aires, Argentina",450,1,2,,0,3,Mar del Plata,Parque Luro,Argentia,Buenos Aires,Calle,,,
,"-57,5657246","-37,952635","Montes Carballo y Joaquina Acevedo, Mar del Plata, Provincia de Buenos Aires, Argentina",451,1,2,,0,3,Mar del Plata,Caisamar,Argentia,Buenos Aires,Calle,,,
